Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/11/2020	20016229
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/14/2020	20016246
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/14/2020	20016247
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/17/2020	20016259
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/17/2020	20016260
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/17/2020	20016261
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/22/2020	20016280
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/22/2020	20016281
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/22/2020	20016282
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/24/2020	20016296
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/24/2020	20016297
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/31/2020	20016327
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/31/2020	20016328
Hon.	Lowenthal	Alan S.		P	CA47	2020	3/31/2020	20016329
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/14/2020	20016408
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/18/2020	20016428
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/18/2020	20016429
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/18/2020	20016430
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/18/2020	20016431
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/18/2020	20016432
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/23/2020	20016462
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/23/2020	20016463
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/23/2020	20016464
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/28/2020	20016500
Hon.	Lowenthal	Alan S.		P	CA47	2020	4/28/2020	20016501
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/2/2020	20016522
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/2/2020	20016523
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/2/2020	20016524
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/6/2020	20016551
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/6/2020	20016552
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/6/2020	20016553
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/28/2020	20016672
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/28/2020	20016673
Hon.	Lowenthal	Alan S.		P	CA47	2020	5/28/2020	20016674
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/4/2020	20016716
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/4/2020	20016717
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/4/2020	20016718
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/12/2020	20016764
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/12/2020	20016765
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/12/2020	20016766
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/12/2020	20016767
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/20/2020	20016819
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/25/2020	20016839
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/25/2020	20016840
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/25/2020	20016841
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/29/2020	20016852
Hon.	Lowenthal	Alan S.		P	CA47	2020	6/29/2020	20016853
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/2/2020	20016875
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/2/2020	20016876
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/8/2020	20016912
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/8/2020	20016913
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/8/2020	20016914
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/15/2020	20016958
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/15/2020	20016959
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/20/2020	20016994
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/20/2020	20016995
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/20/2020	20016996
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/20/2020	20016997
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/24/2020	20017024
Hon.	Lowenthal	Alan S.		P	CA47	2020	7/24/2020	20017025
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/3/2020	20017073
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/3/2020	20017074
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/3/2020	20017075
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/3/2020	20017076
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/8/2020	20017125
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/8/2020	20017126
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/17/2020	20017207
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/17/2020	20017208
Hon.	Lowenthal	Alan S.		P	CA47	2020	8/17/2020	20017209
	Loyola	Benito Ben	Jr.	C	VA02	2020	4/21/2020	10035202
	Luciani	Aaron James		D	VA06	2020	7/24/2020	40003056
	Lynch	Holly		W	NY10	2020	5/1/2020	7756
	Lyras	Louis George		C	OH13	2020	5/12/2020	10035798
	Mace	Nancy		C	SC01	2020	5/15/2020	10035949
	MacRuari	Philip		C	NY02	2020	5/20/2020	10036111
	Madrigal	Raul Ali		C	CA32	2020	2/11/2020	10033621
	Magiera	Chris		W	IN03	2020	6/10/2020	7783
	Magiera	Chris		X	IN03	2020	4/23/2020	30011441
	Makki	Amanda		C	FL13	2020	8/17/2020	10035370
	Makki	Amanda		X	FL13	2020	5/6/2020	30011459
	Malgieri	Anthony		D	CO07	2020	3/17/2020	8217091
	Malgieri	Anthony		D	CO07	2020	5/14/2020	8217238
	Malik	Anita		C	AZ06	2020	5/15/2020	10036015
	Malkemus	Charleston		X	FL21	2020	5/27/2020	30011556
Mr.	Malkemus	Charleston		C	FL21	2020	7/8/2020	10036044
	Malliotakis	Nicole		C	NY11	2020	5/14/2020	10035568
Hon.	Maloney	Carolyn B.		P	NY12	2020	2/19/2020	20016074
Hon.	Maloney	Carolyn B.		P	NY12	2020	7/31/2020	20016737
	Mangas Moniz	Rachel Olivia		C	CA02	2020	1/25/2020	10033500
	Mangone	Kim		C	CA23	2020	4/22/2020	10035268
	Mann	Christine Eady		C	TX31	2020	6/14/2020	10035870
	Mann	Christine Eady		X	TX31	2020	5/20/2020	30011518
	Mann	Tracey Robert		C	KS01	2020	4/28/2020	10035270
	Manning	Kathy		C	NC06	2020	5/11/2020	10035130
	Marcano	Carlos Cruz	Jr.	D	IN03	2020	1/29/2020	40002855
	Marcano	Carlos Cruz	Jr.	D	IN03	2020	1/30/2020	8216943
	Marchant	Jim		C	NV04	2020	5/14/2020	10035874
Hon.	Marchant	Kenny		P	TX24	2020	6/26/2020	8217343
	Marks	Ellen L.		C	IN02	2020	5/15/2020	10035966
	Mark-Viverito	Melissa		C	NY15	2020	6/11/2020	10035672
	Mark-Viverito	Melissa		X	NY15	2020	5/11/2020	30011489
Hon.	Marshall	Roger W.		P	KS01	2020	1/9/2020	20013879
Hon.	Marshall	Roger W.		P	KS01	2020	6/3/2020	20016692
Hon.	Marshall	Roger W.		P	KS01	2020	7/2/2020	20016871
	Marsicano	Michael		C	PA08	2020	4/7/2020	10034808
	Marter	James Thomas		C	IL14	2020	5/3/2020	10035515
	Martin	Brian D.		W		2020		8217271
	Marty May	Elizabeth		C	SD00	2020	4/30/2020	10035458
Mr.	Maryott	Brian L.		C	CA49	2020	5/16/2020	10036035
Hon.	Massie	Thomas		P	KY04	2020	7/16/2020	20016969
Hon.	Mast	Brian		P	FL18	2020	2/3/2020	20014991
Hon.	Mast	Brian		P	FL18	2020	3/4/2020	20016167
Hon.	Mast	Brian		P	FL18	2020	5/4/2020	20016535
Hon.	Mast	Brian		P	FL18	2020	6/4/2020	20016715
Hon.	Mast	Brian		P	FL18	2020	8/14/2020	20017194
	Mata	Jason	Sr.	C	TX35	2020	2/2/2020	10033578
	Mathys	Chris		C	NM02	2020	5/8/2020	10035646
	Mattlin	Meredith Paige		D	TN05	2020	4/30/2020	40002994
	Mayberry	Matt		C	NH01	2020	7/10/2020	10036240
	Mayberry	Matt		X	NH01	2020	2/10/2020	8216967
	Maynard	Jackson		C	WA10	2020	6/6/2020	10036344
	Mazo	Eugene David		C	NJ10	2020	6/9/2020	10035937
	Mazo	Eugene David		X	NJ10	2020	5/20/2020	30011533
	McCaffity	Sean J.		C	TX03	2020	5/14/2020	10035059
Hon.	McCaul	Michael T.		P	TX10	2020	2/19/2020	8216973
Hon.	McCaul	Michael T.		P	TX10	2020	4/20/2020	8217166
Hon.	McCaul	Michael T.		P	TX10	2020	5/6/2020	8217208
Hon.	McCaul	Michael T.		P	TX10	2020	5/6/2020	8217209
Hon.	McCaul	Michael T.		P	TX10	2020	5/18/2020	8217233
Hon.	McCaul	Michael T.		P	TX10	2020	6/15/2020	8217323
Hon.	McCaul	Michael T.		P	TX10	2020	7/22/2020	8217405
Hon.	McCaul	Michael T.		P	TX10	2020	8/20/2020	8217570
	McClain	Lisa		C	MI10	2020	5/11/2020	10035426
Dr.	McCormick	Richard Dean		C	GA07	2020	5/20/2020	8217255
Mr.	McDermott	Thomas M.	Jr.	C	IN01	2020	4/22/2020	10035218
	McDowell	Jan		W	TX24	2020	4/23/2020	7734
	McFarland	Jay		C	UT04	2020	5/11/2020	10035445
	McFarlin	Jeff		W	TX23	2020	5/12/2020	7763
	McGannon	James		W		2020		8217186
	McGinley	Mark J.		D	MT00	2020	4/6/2020	8217130
Mr.	McGuire	John J.	III	C	VA07	2020	6/30/2020	10036591
	McHugh	John H.		C	PA06	2020	6/29/2020	10036631
Hon.	McKinley	David B.		P	WV01	2020	1/6/2020	20013840
Hon.	McKinley	David B.		P	WV01	2020	4/15/2020	20016342
Hon.	McKinley	David B.		P	WV01	2020	5/15/2020	20016540
Hon.	McKinley	David B.		P	WV01	2020	6/3/2020	20016699
Hon.	McKinley	David B.		P	WV01	2020	7/10/2020	20016866
	McLaughlin	Christy		C	FL19	2020	5/9/2020	10035678
	McMurray	Nate		C	NY27	2020	8/13/2020	10038247
	McMurtry	Todd		X	KY04	2020	4/22/2020	30011439
	McMurtry	Todd V.		C	KY04	2020	5/20/2020	10034847
	McQuilken	Angus		C	MA06	2020	5/15/2020	10035969
Hon.	Meadows	Mark R		E	NC11	2020	4/20/2020	8217170
	Meehan	Andrew		C	PA01	2020	5/12/2020	10035573
	Meehan	Ryan		X	CT05	2020	3/3/2020	8217040
Mr.	Meijer	Peter		C	MI03	2020	5/29/2020	10035612
Mr.	Meijer	Peter		X	MI03	2020	5/20/2020	30011499
	Mejias	Eduardo		D	FL07	2020	7/9/2020	8217375
	Melton-Meaux	Antone		C	MN05	2020	5/5/2020	10035553
Hon.	Meng	Grace		P	NY06	2020	8/11/2020	20017020
	Mensing	Dale Kenneth		D	CA02	2020	5/13/2020	8217228
	Merk	Gregory Charles		C	FL01	2020	6/9/2020	10036359
	Merk	Gregory Charles		C	FL01	2020	6/24/2020	8217347
	Mermell	Jesse		C	MA04	2020	5/15/2020	10035880
Hon.	Meuser	Daniel		P	PA09	2020	8/13/2020	20017182
	Meyer	Lawrence Norville Douglas	III	C	TN04	2020	4/19/2020	10035149
	Meza	Ryan		D	HI02	2020	4/30/2020	40002993
Hon.	Mfume	Kweisi		C	MD07	2020	7/27/2020	10037073
Mrs.	Midyett	Zoe Ann		C	OK03	2020	6/25/2020	10036584
Hon.	Miller	Carol Devine		P	WV03	2020	8/12/2020	20017172
Hon.	Miller	Carol Devine		P	WV03	2020	8/12/2020	20017174
	Miller	Daniel Jake		C	CA42	2020	8/4/2020	10037649
	Millis	Tonya Lynn		C	IN09	2020	4/27/2020	10035345
	Miloro	Charles		X	PA01	2020	8/18/2020	30011593
	Milton	Christopher Hawkins Critter		C	CO03	2020	5/12/2020	10035525
	Misigoy	Dennis		D	FL26	2020	4/30/2020	40002997
	Mitchell	Kelly		C	IN05	2020	5/15/2020	10035953
	Mitrano	Tracy		C	NY23	2020	5/19/2020	10036093
Ms.	Mitsch Bush	Diane		C	CO03	2020	5/8/2020	10035544
	Mixon	Forrester		C	MA06	2020	4/17/2020	10035106
	Mohammed	Mekkah X.		C	MD07	2020	4/18/2020	10035139
	Mohsini	Zainab		C	VA11	2020	5/20/2020	8217246
	Monday	Christopher Brian		C	TN06	2020	4/17/2020	10035072
	Montague	Willie		A	FL10	2020	7/1/2020	10036654
	Montague	Willie		C	FL10	2020	7/1/2020	10036653
Mr.	Montoya	Harry B.		C	NM03	2020	4/24/2020	10035319
	Montoya	Laura		C	NM03	2020	5/12/2020	10035811
	Moore	Blake		X	UT01	2020	5/20/2020	30011504
	Moore	Nyanza Davis		C	TX22	2020	7/29/2020	10037353
Mr.	Moran	John Paul		C	MA06	2020	5/12/2020	10035776
Hon.	Morelle	Joseph D.		P	NY25	2020	7/9/2020	20016922
	Morrison	Terrance		A	MI14	2020	4/20/2020	10035203
	Morrison	Terrance		C	MI14	2020	4/20/2020	10035200
	Morse	Alex		C	MA01	2020	5/18/2020	8217236
	Moss	Nicholas D.		C	OH03	2020	4/29/2020	10035424
	Motiwalla	Frances Yasmeen		C	CA34	2020	7/5/2020	10035272
	Motiwalla	Frances Yasmeen		X	CA34	2020	5/20/2020	30011544
	Mowers	Matt		C	NH01	2020	8/20/2020	8217578
	Mowers	Matt		X	NH01	2020	5/20/2020	30011500
	Mowrey	Christy Renee		C	TX32	2020	4/6/2020	10034805
	Moyer	Eric		C	OH10	2020	2/18/2020	10034654
	Mueri	Hillary O'Connor		X	OH14	2020	5/20/2020	30011490
	Murphy	Lee		C	DE00	2020	4/23/2020	10035278
	Murray	Scherie		X	NY14	2020	5/20/2020	30011509
	Muscato	Michael Archangel		C	AZ08	2020	5/15/2020	10035939
	Musselwhite	Gregory Wayne	Sr.	C	FL20	2020	4/17/2020	10035128
	Musselwhite	Robert Richard		C	AZ08	2020	5/20/2020	8217245
	Mychajliw	Stefan Iwan	Jr.	X	NY27	2020	5/20/2020	30011495
Hon.	Mychajliw	Stefan Iwan	Jr.	C	NY27	2020	5/24/2020	10035736
	Nadal Power	Jose		W	PR00	2020	5/6/2020	7757
	Nagamine	Robert K.		C	HI02	2020	7/7/2020	10036714
	Nagamine	Robert K.		D	HI02	2020	6/26/2020	40003043
	Nalbandian	Johnny		C	CA27	2020	5/10/2020	10035264
	Nations	Joseph		C	OR05	2020	5/14/2020	10035917
	Navarro	Charles		C	NV04	2020	6/24/2020	10035930
	Navarro	Charles		X	NV04	2020	5/20/2020	30011528
Mr.	Neese	Mark Bradley		D	TX13	2020	4/20/2020	8217171
Ms.	Neese	Terry		C	OK05	2020	6/4/2020	8217286
	Negron	Luke		C	PA18	2020	4/8/2020	10034809
	Negron	Luke		D	PA18	2020	4/20/2020	8217172
	Nehls	Troy		C	TX22	2020	6/12/2020	10035955
	Nehls	Troy		X	TX22	2020	5/20/2020	30011540
	Nelson	Kimberly		C	SC04	2020	6/14/2020	10035647
	Nelson	Kimberly		X	SC04	2020	5/20/2020	30011513
Dr.	Neumann	Mark		C	WI03	2020	7/11/2020	10035942
Dr.	Neumann	Mark		X	WI03	2020	5/20/2020	30011535
	Newby	Joel	III	C	OH15	2020	5/12/2020	10035784
	Newman	Marie		C	IL03	2020	5/10/2020	10035543
	Nigro	Jeanne		C	NY10	2020	7/21/2020	10037021
	Nix	Michele Ann		C	NC01	2020	4/1/2020	10033633
Mr.	Nolan	Gerry Gerard		C	FL06	2020	7/4/2020	10036161
Mr.	Nolan	John Gerard		D	FL06	2020	5/26/2020	40003017
	Noren	Scott A.		C	NY23	2020	4/17/2020	10035088
Hon.	Norton	Eleanor Holmes		P	DC00	2020	3/7/2020	20016183
Hon.	Norton	Eleanor Holmes		P	DC00	2020	7/9/2020	20016917
	Novak	John J.		W	NJ03	2020	4/17/2020	7729
	Nowak	Jeffrey		D	MO03	2020	4/29/2020	8217200
	Nystrom	Quinn Reabe		C	MN08	2020	5/12/2020	10035717
	Obernolte	Jay		C	CA08	2020	5/15/2020	10035121
	Oberweis	Jim		C	IL14	2020	5/28/2020	8217276
	O'Dell	Linda		C	MI01	2020	6/13/2020	10035519
	O'Dell	Linda		X	MI01	2020	5/11/2020	30011472
	Oelke	Elena		D	MI06	2020	5/19/2020	8217249
Hon.	O'Halleran	Tom		P	AZ01	2020	4/17/2020	20016423
	Oliver	Julie Lynn		C	TX25	2020	5/15/2020	10035699
	Olson	Kim D.		C	TX24	2020	5/15/2020	10035914
Mr.	Opela	Michael Paul Mr	Sr	C	WI07	2020	2/18/2020	10033649
	Oram	Albert		C	FL01	2020	7/20/2020	10036990
	Orozco	Stevens		C	TX18	2020	5/15/2020	10036007
	O'Shea	Michael		W	NC11	2020	7/14/2020	7787
Dr.	Paglino	Justin Cobb		C	CT03	2020	8/11/2020	10038177
	Palzewicz	Tom		C	WI05	2020	5/11/2020	10035748
	Papadopoulos	George		C	CA25	2020	5/13/2020	8217220
	Parker	Catherine F.		C	NY17	2020	5/15/2020	10035990
	Parker	David Payne		D	NC10	2020	2/12/2020	8216981
	Parnell	Richard Sean		C	PA17	2020	5/15/2020	10035947
Mr.	Parry	Darren Bruce		C	UT01	2020	5/10/2020	10035710
Hon.	Pascrell	Bill	Jr.	P	NJ09	2020	7/31/2020	20017017
	Patel	Eshan		D	NC01	2020	2/20/2020	8216990
	Patel	Suraj		C	NY12	2020	1/16/2020	8216932
	Patel	Suraj		C	NY12	2020	5/12/2020	10032433
	Patrick	Robert Vance		C	MI14	2020	5/12/2020	10035769
	Patterson	Robert		C	NJ02	2020	5/1/2020	10035469
	Paulina Luna	Anna		C	FL13	2020	5/15/2020	10035998
Ms.	Peacock	Julia Claire Ms		C	CA42	2020	6/17/2020	8217331
Ms.	Peacock	Julia Claire Ms		W		2020		8217334
	Pellegrini	Ruth		A	IL01	2020	7/14/2020	10036895
	Pellegrini	Ruth		C	IL01	2020	7/14/2020	10036893
Hon.	Pelosi	Nancy		P	CA12	2020	2/11/2020	20015042
Hon.	Pelosi	Nancy		P	CA12	2020	3/3/2020	20016155
Hon.	Pelosi	Nancy		P	CA12	2020	4/1/2020	20016340
Hon.	Pelosi	Nancy		P	CA12	2020	6/9/2020	20016726
Hon.	Pelosi	Nancy		P	CA12	2020	7/20/2020	20016961
Dr.	Pennie	Tre		C	TX30	2020	5/11/2020	10035546
	Perelman	Jennifer Pilchick		A	FL23	2020	7/11/2020	10036820
	Perelman	Jennifer Pilchick		C	FL23	2020	7/11/2020	10035447
	Perelman	Jennifer Pilchick		X	FL23	2020	5/6/2020	30011466
	Perez De Villa-Amil	Carlos Alberto Gonzalez		D	DE00	2020	8/10/2020	8217476
Hon.	Perlmutter	Ed		P	CO07	2020	4/6/2020	20016365
Hon.	Perlmutter	Ed		P	CO07	2020	6/10/2020	20016738
Hon.	Perlmutter	Ed		P	CO07	2020	8/13/2020	20017187
	Perras	Brian		C	CA29	2020	6/24/2020	10035385
	Perras	Brian		X	CA29	2020	5/6/2020	30011460
	Perras	Brian		X	CA29	2020	5/6/2020	30011481
	Perry	Robert Lee		C	KY02	2020	5/15/2020	10035731
	Persky	Stewart Alan		W	FL25	2020	4/23/2020	7741
Mr.	Peters	Samuel James		C	NV04	2020	5/13/2020	10035755
Hon.	Peters	Scott H.		P	CA52	2020	2/17/2020	20015024
Hon.	Peters	Scott H.		P	CA52	2020	4/14/2020	20016400
Hon.	Peters	Scott H.		P	CA52	2020	5/14/2020	20016586
Hon.	Peters	Scott H.		P	CA52	2020	6/12/2020	20016735
Hon.	Peters	Scott H.		P	CA52	2020	7/12/2020	20016923
Hon.	Peters	Scott H.		P	CA52	2020	8/13/2020	20017148
Mr.	Pfluger	August Lee	II	C	TX11	2020	5/15/2020	10035542
Hon.	Phillips	Dean		P	MN03	2020	1/9/2020	20013881
Hon.	Phillips	Dean		P	MN03	2020	2/7/2020	20015014
Hon.	Phillips	Dean		P	MN03	2020	3/12/2020	20016196
Hon.	Phillips	Dean		P	MN03	2020	4/10/2020	20016369
Hon.	Phillips	Dean		P	MN03	2020	5/7/2020	20016559
Hon.	Phillips	Dean		P	MN03	2020	6/15/2020	20016759
Hon.	Phillips	Dean		P	MN03	2020	7/7/2020	20016896
Hon.	Phillips	Dean		P	MN03	2020	8/9/2020	20017129
Mr.	Phillips	George Karl		C	NY22	2020	5/15/2020	10035904
	Phillips	Tom		C	NJ07	2020	5/15/2020	10035835
	Pinckney	Steven John		W		2020		8217201
	Pingley	Jennifer		D	MD01	2020	5/7/2020	8217221
Hon.	Pingree	Chellie		P	ME01	2020	2/5/2020	20014996
Hon.	Pingree	Chellie		P	ME01	2020	8/10/2020	20017109
	Plame	Valerie		C	NM03	2020	5/12/2020	10035136
	Polack	Roger		X	WI01	2020	5/11/2020	30011486
	Ponterio	Shawn Thomas		D	VA01	2020	6/8/2020	8217294
	Powell	Mark J.		C	IN09	2020	6/4/2020	10036323
	Prempeh	William Sreboe		D	NJ09	2020	4/22/2020	8217173
Hon.	Price	David E.		P	NC04	2020	2/4/2020	20015008
Hon.	Price	David E.		P	NC04	2020	4/3/2020	20016354
Hon.	Price	David E.		P	NC04	2020	5/18/2020	20016619
Hon.	Price	David E.		P	NC04	2020	6/9/2020	20016736
Hon.	Price	David E.		P	NC04	2020	8/5/2020	20017095
Mr.	Price	Phillip G.		C	NC11	2020	2/10/2020	10033614
	Pruden	James L.		C	FL22	2020	4/27/2020	10035229
	Pruett	Dasha		D	PA05	2020	1/31/2020	40002865
	Putzova	Eva		C	AZ01	2020	5/5/2020	10035569
	Qualls	Kendall		C	MN03	2020	8/5/2020	8217443
Mr.	Quillen	Carter Matheson		C	TN01	2020	7/11/2020	10036806
	Quilter	Peter		C	AZ02	2020	6/15/2020	8217328
	Rab	Aejaz (Raji)		C	CA30	2020	5/6/2020	10035622
	Rabinowitz	Jeffrey G.		W		2020		8217180
	Rafi	Emily E.		C	MI03	2020	7/31/2020	10037422
	Rahimi	Miles V.		C	OK05	2020	5/16/2020	10036040
	Raiser	Steve		W		2020		8217120
	Rajput	Solomon		C	MI12	2020	5/15/2020	10035608
Mrs.	Ramirez	Tina Marie		C	VA07	2020	5/12/2020	10035362
Mr.	Ramos	Javier Garcia		C	AZ05	2020	6/28/2020	10036609
	Randazza-Pade	Joshua Jerry		W	WI01	2020	8/21/2020	7797
	Randazza-Pade	Joshua Jerry		X	WI01	2020	5/27/2020	30011554
Hon.	Ransom	Travis		C	TX04	2020	6/23/2020	10036466
	Raths	Gregory Gerard		C	CA45	2020	5/13/2020	8217219
	Ravelo	Samuel		C	NY16	2020	5/4/2020	10035524
	Reardon	Mara		C	IN01	2020	5/12/2020	10035768
	Reed	Randi		X	NV04	2020	5/20/2020	30011494
	Reeves	Kristine		C	WA10	2020	5/15/2020	10035626
	Reyes	Raul	Jr.	C	TX23	2020	5/8/2020	10035671
	Reynolds	Blair		C	OR05	2020	4/4/2020	10034798
Hon.	Rice	Tom		P	SC07	2020	1/13/2020	20013909
Hon.	Rice	Tom		P	SC07	2020	3/2/2020	20016152
Hon.	Rice	Tom		P	SC07	2020	3/16/2020	20016251
Hon.	Rice	Tom		P	SC07	2020	4/23/2020	20016465
Dr.	Richards	Bret A.		C	IA04	2020	5/14/2020	10035701
	Richardson	Jennifer		C	MI06	2020	5/18/2020	10036084
Mr.	Richter	David		C	NJ03	2020	5/17/2020	10036046
	Ring	Lisa M Ms		C	GA01	2020	5/13/2020	10035849
Mr.	Rios	Angel Anthony		C	CA42	2020	7/26/2020	10037207
	Robertson	Al Dean		C	TX03	2020	8/11/2020	10035312
	Robertson	Al Dean		X	TX03	2020	4/28/2020	30011457
	Robinson	Herb		C	MA04	2020	5/20/2020	8217242
	Robinson	Mindy		C	NV03	2020	5/18/2020	10036070
	Rodimer	Dan		C	NV03	2020	7/13/2020	10036860
	Rodriguez	Jimmy		C	VT00	2020	5/19/2020	10036100
	Rodriguez	Ramon		C	NY13	2020	5/7/2020	10035572
	Rodriguez	Ramon		D	NY13	2020	5/19/2020	8217250
	Rodriguez	Ruben		D	CT05	2020	4/17/2020	40002977
Hon.	Roe	David P.		P	TN01	2020	2/14/2020	8216972
Hon.	Roe	David P.		P	TN01	2020	3/12/2020	8217084
Hon.	Roe	David P.		P	TN01	2020	4/7/2020	8217121
Hon.	Roe	David P.		P	TN01	2020	5/15/2020	8217226
Hon.	Roe	David P.		P	TN01	2020	6/9/2020	8217291
Hon.	Roe	David P.		P	TN01	2020	7/14/2020	8217378
Hon.	Roe	David P.		P	TN01	2020	8/11/2020	8217489
Hon.	Rogers	Harold Dallas		P	KY05	2020	2/19/2020	8216974
Hon.	Rogers	Harold Dallas		P	KY05	2020	3/20/2020	8217103
Hon.	Rogers	Harold Dallas		P	KY05	2020	5/11/2020	8217212
Hon.	Rogers	Harold Dallas		P	KY05	2020	6/11/2020	8217324
Hon.	Rogers	Harold Dallas		P	KY05	2020	6/11/2020	8217326
Hon.	Rogers	Harold Dallas		P	KY05	2020	7/2/2020	8217365
	Rollins	Gavin		C	FL03	2020	5/15/2020	10035726
Hon.	Rooney	Francis		P	FL19	2020	1/15/2020	8216915
Hon.	Rooney	Francis		P	FL19	2020	2/25/2020	8217006
Hon.	Rooney	Francis		P	FL19	2020	3/25/2020	8217114
Hon.	Rooney	Francis		P	FL19	2020	4/29/2020	8217188
Hon.	Rooney	Francis		P	FL19	2020	5/27/2020	8217281
Hon.	Rooney	Francis		P	FL19	2020	6/26/2020	8217345
Hon.	Rooney	Francis		P	FL19	2020	7/28/2020	8217419
Hon.	Rooney	Francis		P	FL19	2020	8/25/2020	8217604
	Rosendale	Matt Mr		C	MT00	2020	5/30/2020	10036246
	Ross	Deborah		C	NC02	2020	4/26/2020	10035327
	Ross	Jason		W		2020		8217601
Hon.	Rouda	Harley E.	Jr.	P	CA48	2020	4/1/2020	20012154
Hon.	Rouda	Harley E.	Jr.	P	CA48	2020	8/13/2020	20017090
	Routledge	Root		C	CO03	2020	4/18/2020	10035141
Hon.	Rouzer	David Cheston		P	NC07	2020	2/27/2020	20016128
Hon.	Rouzer	David Cheston		P	NC07	2020	5/13/2020	20016593
	Rowley	Todd Todd		C	PA13	2020	3/25/2020	10034661
	Rubando	Nick		C	OH05	2020	5/15/2020	10035952
Hon.	Rutherford	John		P	FL04	2020	1/23/2020	20014952
Hon.	Rutherford	John		P	FL04	2020	5/1/2020	20016514
Hon.	Rutherford	John		P	FL04	2020	7/29/2020	20017040
	Sacramento	Nicolas		W		2020		8217099
	Sacramento	Nicolas		W	FL13	2020	4/7/2020	7707
	Sajna	Cyrus Mr		C	TX14	2020	1/31/2020	10033561
	Salazar	Maite Gabrielle		C	MO05	2020	5/14/2020	10035933
	Salazar	Maria Elvira		C	FL27	2020	5/15/2020	10035556
Dr.	Salter	Carolyn Frances		C	TX05	2020	3/16/2020	10034737
	Sanchez	Michael David		A	TX14	2020	7/2/2020	10036678
	Sanchez	Michael David		C	TX14	2020	7/2/2020	10036669
	Sanders	Steven		C	TX23	2020	5/22/2020	10035790
	Sanders	Steven		D	TX23	2020	5/20/2020	8217269
	Sapp	Judson		A	FL03	2020	7/19/2020	10036995
	Sapp	Judson		C	FL03	2020	5/15/2020	10035956
	Sayers	Douglas Millard		C	MD05	2020	4/17/2020	10035045
	Scaife	Delano Michael		D	IN01	2020	2/27/2020	8217029
